price,city,address,property_size,property_type,amenities,listing_url,page
1456229.0,Madrid,28009 Madrid,1152.0,Condo/Apartment,"Balcony,24/7 concierge,Lift,Swimming pool,Terrace",https://www.properstar.com/listing/102960147,
4785220.0,Madrid,28036 Madrid,2368.0,Condo/Apartment,"Lift,Swimming pool,Fitness centre,Garage,Garden,Sauna",https://www.properstar.com/listing/104623974,
706907.0,Madrid,28002 Madrid,1184.0,Condo/Apartment,Lift,https://www.properstar.com/listing/104913102,
3544869.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",2713.0,House,Fitness centre,https://www.properstar.com/listing/105252792,
2278417.0,Madrid,28004 Madrid,1345.0,Condo/Apartment,"Balcony,Swimming pool",https://www.properstar.com/listing/102458010,
1625887.0,Madrid,28010 Madrid,1044.0,Condo/Apartment,"Balcony,Swimming pool,Air conditioning,Furnished,Lift",https://www.properstar.com/listing/102458009,
4458955.0,Madrid,"14 C. de Salamanca, Madrid, Madrid, Barrio de Salamanca Madrid, Madrid, Barrio de Salamanca Madrid",3003.0,Condo/Apartment,"Dishwasher,Garage,Garden,Hot tub,Washing machine,Terrace",https://www.properstar.com/listing/105227876,
6193597.0,Madrid,28001 Madrid,3477.0,Condo/Apartment,"Air conditioning,Balcony,Lift,Terrace",https://www.properstar.com/listing/105180083,
129962.0,Madrid,28029 Madrid,678.0,Condo/Apartment,,https://www.properstar.com/listing/103113865,
2436112.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",1464.0,House,"Fitness centre,Garage",https://www.properstar.com/listing/105252816,
1323548.0,Madrid,28001 Madrid,,House,"24/7 concierge,Air conditioning,Fitness centre,Hot tub,Intercom,Internet,Lift",https://www.properstar.com/listing/104993193,
4513332.0,Madrid,28006 Madrid,,Condo/Apartment,24/7 concierge,https://www.properstar.com/listing/104778917,
1521482.0,Madrid,28006 Madrid,1292.0,Condo/Apartment,"Air conditioning,Furnished,Lift,Terrace,Balcony",https://www.properstar.com/listing/104858851,
1445354.0,Madrid,28006 Madrid,1227.0,Condo/Apartment,"Air conditioning,Furnished,Lift",https://www.properstar.com/listing/104819104,
5872770.0,Madrid,28001 Madrid,,Condo/Apartment,Terrace,https://www.properstar.com/listing/104838935,
6090280.0,Madrid,28004 Madrid,,Condo/Apartment,Terrace,https://www.properstar.com/listing/104778918,
1042960.0,Madrid,28009 Madrid,980.0,Condo/Apartment,"Air conditioning,Furnished,Lift",https://www.properstar.com/listing/104859339,
1227844.0,Madrid,28010 Madrid,969.0,Condo/Apartment,"Air conditioning,Furnished,Lift,Terrace,Balcony,Fitness centre",https://www.properstar.com/listing/104819766,
3208272.0,Madrid,Madrid,,Condo/Apartment,,https://www.properstar.com/listing/104879616,
